Title,Name,Review text,Review_Score
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",sin M.,"mobile is fine, but terrible delivery experience, 1st they updated wrong status that address not found & after making multiple complaints i was asked to visit their office for order pickup ( also had to visit twice bcz they were unable to find parcel on the 1st day of visit)",1
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",ul S.,1 . Look & Design: Phone is awesome in look very beautiful design. Feels like premium flagship 2. Performance : Satisfactory 3. Battery : Awesome 4. Front Camera Average 5. Back Camera : Good but not excellent 6. Over all : Value for money. Recommended this item.,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",*8,بہت ہی اچھا موبائل ہے اور بہت پیاری پیکنگ ہے بیسٹ کوالٹی کا موبائل ہے اور بہت ہی کام قیمت میں,3
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",dar F.,1. Look & Design : Phone is awesome in look ver beautiful design. Feels like premium flagship 2. Performance : satisfactory 3. Battery : Awesome 4. Front Cam: Average 5. Back Camera: good but not excellent 6. Over all: value for money. Recommended in tgis price segment,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",.,I like the product its non active device and nicely company packed. I Always order from your store. 👍 thanks i received samecolor as i want,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",ammad A.,"Product was delivered within two days, Alhamdolillah I received the same phone as they promised. I was worried about the delivery of the product but the seller was very cooperative. Thankyou again. I am unable to share my phone's pictures because i captured them from my old phone, and unfortunately its battery is dead, (the reason i bought this phone). I would definitely recommend people to buy from AlhamdoLillah Traders Co. They are trusted 😃, From: Dera Ismail Khan.",5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",ir S.,"Trusted Vendor, Responsive.. well packed received in a very good condition.. a Very beautiful Mobile phone, haven't used yet but Hope it would work great... thanks Seller",5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",EEM A.,"I Give 5 Star Rating on this product. The seller is very cooperative, honest, friendly and has fast delivery service. Give me the original product. same as show in add. Thanks seller and thanks Daraz.",5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",d S.,So i ordered white color accidentally but mene seller ko chat me kh dia k mugha green chahiya and he said ok but seller ne bhi galti se white bhj dia. Jb mugha deliver hua to mene unse contact kia and unho ne mugha replace krna ki offer ki k ap is shop pr ja kr clr change krwa le. Amazing after sales. And the product i got is genuine box packed.,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",ar B.,bat acha mobhil phone ha good service ha aor fast Delivery ha thank you draz and seller ❤❤,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",IB N.,"Seller: I had a remarkable experience with this seller. They were highly responsive, and my order arrived in just 4 days, faster than the estimated 10-14 days. The phone was brand new, PTA approved, and well-packaged. Phone: Impressive The phone is excellent. It excels in camera quality, touch sensitivity, screen resolution, and speed, all receiving a perfect 10/10 rating. The only drawback is the 5000mAh battery's faster drain.",5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",man N.,"Honest seller and a good one, seller should dispatch the phone on next working day or in 2 days. Mine was dispatched a bit later but thankfully leopard didn’t take much time to deliver. I collected it myself on Saturday else could have been Monday.",5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",*8,yar boht jaldi receive hwa boht acha mob Mila boht he acha Banda ha yar jis na Bajha boht respect sa bat karta Hain or reply bi fast ha or Jo Kuch kah doo bai kar deta boht trusted Banda ha 3rd mob ha Jo is bai sa order karwa raha hamesha original Mila Masha Allah Allah inhain kamiyab Kara ameen,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",jad A.,Orignal Mobile Phone PTA Approved Non Acctive Fast Delivery Service Thanks For Seller And Daraz Online Shopping,5
"Infinix Hot 30 , 8GB RAM 128GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery",ha.zahra,got my phone I am already a fan of daraz satisfaction level infinity,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,ir,"Original Product, Packing for logistics was excellent. Delivered on first promised day( took 4 days to deliver a standard time. price slight higher than company declared price and market price but it's ok in case of 0%installments",5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*1,"Thanks to the seller for the phone the same as I ordered, the same color keeps your trust to people but guarantee card is Missing I ordered one more same mobile with an other number",5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,f S.,received my package today good looking mobile in this price tag.,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,yan M.,very nice and good mobile in this price range and its my first experience very good experience,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,ammad H.,"Honest Seller, the product was same as shown. delivery little bit late but the seller 100% Recommend.",5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*1,same product. jo btaya wohi delivere kia delivery service boht fast hy. good.,1
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,n Z.,Xiaomi no 1 world choice nice fone big battery charging type C honi chahia thi.,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,eeb A.,"Seller responded on time, sent earlier and received well, 5 star for good experience",5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*.,amazing parcel jesa dekhaya gya wesa hi Aya zabardsht 😍 fully certifies,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*.,"box was damaged and not well packed, set is working fine so far and product is original. can't comment if it's not repacked as not aware how to check",1
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,reen K.,Original Product Pta Approved Before time recieved Recomended,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*2,good 👍 safe and good thanks alot draz,5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,*0,"Best seller, received parcel within no time.",5
Redmi A2+ || 3GB Ram 64GB Rom || 5000mAh Battery Xiaomi Redmi A2 Plus,ran I.,Thankyou so much best provider highly recommended,5
Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved,M Z.,Very bad product.. Bettry health is very bad within 2 days bettry health 80 sy 75 ai.. faulty iphone hy...,1
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY, M.,Mashallah 11.11 Sale Received safe packed PTA approved Dilivered in time response excellent Great Quality Satisfied original item received thanks seller and Daraz 👍👍😁😊,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad Y.,Quality is good. Original product. Non activated,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,hzad A.,"The product is good but made in Pakistan and the Warranty card is unavailable. Seller, please guide regarding the Warranty card. Thanks",5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,R.,# 11.11 brand new. pin packed. good quality. got in 20000/- only. made in Pakistan. Seller Recommended.,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,f M.,Good Product delivered with seal pack Thanks Daraz,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,a S.,good product. well packed.,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,veer,👍,3
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,*.,#11.11 Great outclass ... same as shown....,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,hid D.,#11.11,3
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ir K.,"original mobile with all sealed, pta approved recommended 👍",5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,a S.,bohat acha Hy original 💯 ok set no active seller bahi boaht aala phone 📱 acha Hy Jo btya wo diya I'm Soo happ,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,ammad A.,Pin pack.. With charger and cable... Thanks seller for such an amazing product in cheap price,5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,lan Z.,"#11.11 Thanks to daraz and HBL mega deal I got this phone in very good discount, and thanks to Seller for sending original product, But Unfortunately Samsung is not providing good display in A04 which is not good , Other than this unpleasant display everything is qood",5
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,d S.,mashallah deliver same mobile as shown in daraz mega deal,3
Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,waja A.,big Discount mila 11.11 m nice hbl,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",m A.,Mobile was repacked there was no company seal when i confirmed from MI service center they confirm that mobile was Repacked and was Activated 11 days before purchasing date and this shop owner have Assured me and other customers that mobile is not repacked and you will activate for the first time they lied and they are selling the product at increased price from official price but we have comprised on price that they will give us seal pack product but they scammed us and given us a repacked product which was activated before Purchasing.,3
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",sal K.,Nice mobile delivery in time thanks for seller,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",*6,thank you draz and thank you seller bohat Acha mobile Hy or same colour Jo order Kia tha bohat Acha seller Hy over all very nice and good experience,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",aloom F.,product delivered with in the time period given. thanks daraz and seller for keeping our trust.,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",lan A.,"First experience for buying mobile phone from Daraz, good Mobile Phone with reasonable price, Seller is very cooperative. Recommended Seller 👍",5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ul B.,"Like every time, this time also the experience was very good and I received the delivery on time. Thank you daraz",5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ammad I.,Honest seller. Geniun product. Same as shown. PTA approved. 11/11 offer benefit. Very low price. Thanks daraz. 5 stars.,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",sal,original product and sealed. bus delivery time zyada laga tha may be due to 11 11,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ammad A.,It’s quite nice product and original and the delivery time was also affable,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ar A.,very good mobile phone,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",*.,فون مجھے مل گیا پی ٹی اے پروؤ ہے بہت اچھی پیکنگ تھی جو آرڈر کیا تھا وہی ملا ہے بہت شکریہ,3
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ammad U.,Received sealed pack. Same as ordered. Satisfied,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",an O.,Original product at good price.,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",ed R.,Satisfied with the product.thanks to draz,5
"Redmi 12C - 6.71"" Inch Display - 4GB RAM",*1,"ALHAMDULILLAH mobile recieved and seller is higly recommend, thanx seller.",5
Samsung Galaxy A14 4GB+128GB,ib H.,mobile ki packing bhi achi ha.or original sumsang ki packing ki halat ma received howa ha dil khush kar diya daraz ki service na,5
Samsung Galaxy A14 4GB+128GB,R,"Thanks a lot Daraz for their phenomenal service and a great discount of 5000 the device is very reasonablekeeping the current situation of the inflation I would highly recommend this over all other Chinese brands the look and feel of the device is awesome same like the flagship series of samsung and performance is also acceptable overall the only drawback being the charger not included with the device, which adds another couple of thousand to the already inflated price But still I like the phone thanks again daraz for providing the great experience and service Thanks a lot Daraz 😊❣️💥",5
Samsung Galaxy A14 4GB+128GB, A.,Nice Cell phone delivered safely but 1 thing is shameful that no adopter with mobile at this heavy price.. only data cable found in the box .. Great services by daraz,5
Samsung Galaxy A14 4GB+128GB,*0,AoA Main daraz sy phly bhi orders krta hun but is order py mujy bohat kushi hui ha kun k ya order mujy diy gy time sy phly hi mill gya. Main is sy kush hua aor time py mari zarort puri ho gai aor mujy zada wait ni krna para. Product bhi theak ha.same as company paking. Thanks Allah Hafiz,5
Samsung Galaxy A14 4GB+128GB,ammad I.,"The Samsung A14 is a solid choice for those seeking a budget-friendly smartphone. With 4GB of RAM and 128GB of storage, it handles daily tasks with ease and provides ample space for apps and media. The device's performance is snappy, and it runs apps smoothly. The camera quality is good for the price range, and the battery life is impressive. If you're looking for a reliable smartphone with a balance of performance and storage, the Samsung A14 won't disappoint.",5
Samsung Galaxy A14 4GB+128GB,n J.,Original product Box packed - Thanks Daraz ❤️🥀,5
Samsung Galaxy A14 4GB+128GB,ky A.,V Goood,3
Samsung Galaxy A14 4GB+128GB,h R.,same as described original phone hai. aur colour b same bejhi hai thanks seler and daraz.,5
Samsung Galaxy A14 4GB+128GB,ar A.,Very fast service selar and orignal products and same color thanks daraz,5
Samsung Galaxy A14 4GB+128GB,.,Time pr deliver hua ek dum fit and non active phone ha. And markt SE discount pr mila,5
Samsung Galaxy A14 4GB+128GB,i J.,"The packing of the mobile was very good. The mobile was sent with great careI took the mobile on but my full amount has been charged,I request you to solve this problem",5
Samsung Galaxy A14 4GB+128GB,a X.,its original Samsung phone but no charging adopter available in box,1
Samsung Galaxy A14 4GB+128GB,ool A.,#1111 #11.11 Amazing product and packaging. Though as mentioned by company there is no charger with this product.,5
Samsung Galaxy A14 4GB+128GB,.,"Before I purchased, I had asked questions but you didn't reply me. There's is no adaptor(charger) in phone box C-CHARGER, amounting value Rs=2000 /- approximately. I think fake Eid deals. Daraz may please take an action on this genuine cimplaint/issue. I have been purchased charger separately from market. 😢😠😠😠 Daraz may please allowed those seller/dealers who upload complete information /photos of there products each and every thing related with all kind of electronic items. Second time bad experience on Daraz's, Pakistan.",1
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",*.,Meny jo socha tha us sy kahi gunna ziyad achi cheez paayi bhut zabadast hai hai dabba pack and One year warranty m,3
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",*1,thnx sir muja umeed nahe ti muja atna Acha or bahtreen mobile mali g thnx team & thnx draz😘😘😘😘,3
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",ena,Bohut acha phone hai or MASHAALLAH sa delivery bhi time par hui hai or jo mena color bola tha wohi bhaja hai thank yoy so much,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",ammad S.,Amazing mobile phone. good delivery time.,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",an A.,MA SHA ALLAH jo order kia tha woi same mila ha Mobile bhut zeberdast ha use krnay main. excellent Bint e saeed and draz...,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",*0,Original Mobile phone 📱 Thanks Daraz 😊😊,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",der K.,Service and product both are great must be recommended this seller,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",eer B.,ماشاءاللہ جی بہت اچھا موبائل ہے میرے بیٹے کو بہت پسند ایا ہے اور میں چاہ رہا ہوں کہ اس میں ایک سیٹ میں انشاءاللہ 30 پرو بھی منگواؤں,3
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",wan K.,amazing delivery before time .. excellent experience.... best seller recommended,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",hmeer K.,#11.11,3
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",ed N.,The product is good.The seller is also replying to every question..This is my first phone and sho happy lol,5
"Infinix Note 30 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging",hidmahmoodbhatti,a nice packing and fastest delivery in sale. i am really impressed now from daraz.,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,*1,Mobile is original as shown in the picture I give 5 Star to the seller honest seller But the leopard courier is third class delivery they could not deliver thier behaviour is very rude,1
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,ima S.,Bohat zabardast phone aya h same as shown mujha pehla dar tha k fake na ho but ya fake nai tha 10/10 ❤️❤️❤️,1
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,eed A.,#11.11 .Excellent service by daraz.purchase on installment cheaper then market.thanks daraz,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,a S.,😍Very authentic seller❤️thank you so much✨ received in a great condition and delivery was also fast...much better price on daraz 11.11 sale... it's PTA approved also 👍 recommended ✅ #11.11,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,jay K.,Good infinix Moblie And PTA Aproved Mobile Good sellar,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,*0,#11.11 Good quality original product Good packing & Good daraz sarvice thx sellar & DARAZ,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,ik A.,exellent,3
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,hif I.,with this vendor I HV placed many times and I get delivery on very next day always. I don't know the trick of this vendor how he delivers on very next day. always he sends the right product and same color as per order always and with good packing he sends,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,ammad I.,I received Original PTA Approved Infinix Hot 30 mobile phone packing was excellent 👍 the phone is exactly what i expected delivery time was very quick and i also recommend others to purchase phones from this seller. The seller is very honest and committed.,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,an,excellent service received on time all things good 👍,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,ammad B.,Original product & Fast delivery.. seller recommend,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,rukh M.,Received first day of given Date.,3
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,ed A.,Received safely and on time. However I was sent white color while I ordered black.,5
Infinix Hot 30 || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,an A.,Very Quick delivery.. Original product,5
TECNO CAMON 20 - 8GB+8GB RAM 256GB ROM - 5000 mAh Battery,*6,waqt se pehly Dilevry hogai. mob b new he. jazakallah dear,5
Samsung Galaxy A54 8GB+256GB,*.,"Recommended seller 💯 fast shipping, pin packed.This phone has been warranty active 6 weeks ago on manufacture date by Samsung. Phone is original and has not been repacked. The warranty is 24 months and will expire september 2025.So hurry up before your favorite color is sold out.",5
Samsung Galaxy A54 8GB+256GB,*2,"In description section it says: What's in the box = 1 Phone , 1 Charger. But there is no Charger in the box. I know Samsung latest phone don't have chargers anymore, But then, why did your write it Like that. Moreover, the description/Specification Style of this phone in the daraz store was the worst thing I have ever seen. Kindly hire someone good. Other then of that, Original Seller(Samsung Flagship Store) is Selling Original/Sealed mobile phones. Good Delivery Service. So overall 3 Star",5
Samsung Galaxy A54 8GB+256GB,zan R.,#RWC2. Genuine product with quick delivery.,3
Samsung Galaxy A54 8GB+256GB,*9,In-time delivery and exact product. Fully satisfied with Daraz and their 11.11 sale.,5
Samsung Galaxy A54 8GB+256GB,za T.,Recommended sellar. Original product PTA approved. Deliver time to Lahore 3 days.,5
Samsung Galaxy A54 8GB+256GB,air R.,Fast delivery. they sent what they showed.,3
Samsung Galaxy A54 8GB+256GB,ir A.,"awesome phone,timely delivery",5
Samsung Galaxy A54 8GB+256GB,đa S.,awesome....,3
Samsung Galaxy A54 8GB+256GB,ul J.,"excellent,",5
Samsung Galaxy A54 8GB+256GB,ikhar A.,he log 2 3 br mere sath kr chuky h ye asa . 2 3 month purana used mobile bhejte . afsos daraz fraud sellers ko kuch nhi kheta,1
Samsung Galaxy A54 8GB+256GB,ima B.,The phone is fine but very conveniently they didn't inform that the phone isn't dual sim. Being sly gets you nowhere.,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",F.,Thanks for Daraz & Tecno Flagship store Mobile boat acha hai or pin packed hai deliver bhi 1 din hogya. I am very happy once againThanks for Daraz & Tecno Flagship store.,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",*.,This is my first experience buying a phone from Daraz. it's good for me. The phone is ok! non-repack/non-active. I am 100% satisfied for daraz only for this product only! Tecno 20 camon,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",*.,thank you so much Tecno Company Zaberdast mobile hy aaj hi lunching ceremony thi or aaj hi mil gaya once again thank you so much Tecno,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",*1,best experience with Daraz and best experience with this seller. great product and we'll packing.I satisfied with Daraz and with this store. best mobile Tecno Comman 20 with this price.,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",d S.,"thank you daraz mall, thank you tecno for this amazing experience. i have placed my order for tecno camon 20 pro as well hope i receive it in black color and in perfect condition as i received this one. thanks in advance",5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",*.,The phone is awesome given the price tag with amoled display has good display and very little bazzles which makes the whole viewing experience good. processor should have been atleast helio G96 only this is the con. cameras are average.,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",IR H.,i really pleased to share my review regarding this awesome purchase..i am 100% satisfied with daraz and Techno official store..Device is genuine and packing of device was up to the mark. I extremely grateful to Daraz management. #11.11,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",alan T.,"Perfect phone is this price bracket.. cheaper then mobile market's price, market price 60k... extra discount on bank card btw delivered after a day.. over all experience 9.5/10",5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""", Z.,bht hi acha mobile hai warranty card bhi sath hai or bht hi jaldi receive hoa hai,3
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",ammad I.,Received on time there is no user manual inside only PTA approved and warranty card. Overall good experience.,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",ESH K.,Excellent fully satisfied with seller,5
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",lid,Buhat hi acha phone h,3
"Tecno Camon 20 - 8GB/256GB - 64 MP Camera - 5000 mAH- Battery - 6.67""",*7,"it is very nice when i see mobile ,doba pack aur boht good ho gya Allah naseeb may karay .jazakallah",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,raz Q.,"Seems good, Box packed Mobile received well before the delivery timelines, packing was good. built quality is fine. my wife liked the blue colour. however Camera results are just ok not according to the 108 MP. rest i hope it will stay durable. thanks seller & ofcourse Thanks to Daraz for building such a good reputation enabling us to blindly made such a huge advance payment. Trusted online Shopping platform.",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,Noor M.,"Thank You Xiaomi Store Thank You Daraz The product was awesome, authentic and well packed I Loved it Keep up the good work Daraz! Love and best wishes always Totally satisfied",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,esham S.,"I would like to appreciate Daraz and MI mobiles for their excellent services and communication, the mobile phone received well before the anticipated time, the packaging and delivery service was excellent and genuine product. Thank you MI and Daraz. I definitely recommend MI for their products and services",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,an A.,"Though delivery guys marked ""Delivered"" but did not deliver on same day and I thought I would not receive original product. But received original product. As advertised, received same. Thanks Seller",3
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,n,zabardast maza agay thank you Daraz bhot acha set hay or time par bhaja hay thank you Daraz,5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty, H.,"I recieved the product very well, even I ordered another mobile too. very good quality and satisfactory. I give it 10 out of 10.",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,*9,very safe packaging and original product delivered. phone is really good with these specs,5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,ammad S.,"Great phone at its price. Better than the competition including Samsungs. It was updated to Android 13 right after it turned on. Good camera for outdoor shots, but not as good for night time portraits. Overall a great product. Highly recommend.",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,ammad Z.,best product Timely Dileverd 💯% Genuine Phone,5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,T.,"#11.11 it is genuine and high quality product, and delivery time was quite fast.",3
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,a,Daraz never disappoints me... very happy customer 😃 Thanks seller also ..Love my Mobile set📱,5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,him K.,Excellent Product - Delivered Late.,5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,mat D.,recommend Cotton pack but Warranty card is missing?,1
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,ammad Z.,"Good phone in this price range. Timely delivered, properly packed. Performance is also fair.",5
Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,id,"excellent service with in given time line, product is very awesome. Thank you",5
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",ammad A.,"Excellent product, genuine and original product, PTA approved. No Patched mobile. Seller sounds a very professional and committed in such deals. strongly recommended and feel free to buy this product. Thank you Daraz and Grateful to you Dear Seller...",5
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",f M.,#11.11 received as per specs mentioned. highly recommended.,5
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",an U.,Box was sealed and came with all accessories. The seller is recommended for geniune product.,5
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",*6,excellent device delivered before time 100% seller recommended.,5
"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM",*0,very beautiful thanks shop tech love you set was pin pack,5
